,CompetitionId,Title,HostSegmentTitle,URL,CompetitionDurationDays,RewardQuantity,TotalSubmissions,NumberOfTeams,EvaluationAlgorithmName,EvaluationAlgorithmIsMax,BestPublicScore,Top25PublicScore,MedianPublicScore,BestPrivateScore,Top25PrivateScore,MedianPrivateScore
0,2408,Forecast Eurovision Voting,Featured,https://www.kaggle.com/competitions/Eurovision2010,48,1000.0,22,22,Absolute Error,False,0.0,0.0,0.0,2204.0,2615.5,2777.0
1,2435,Predict HIV Progression,Featured,https://www.kaggle.com/competitions/hivprogression,96,500.0,855,140,Mean Consequential Error,True,66.82689666748047,60.09619903564453,51.923099517822266,68.35260009765625,63.58380126953125,60.115606936416185
2,2439,INFORMS Data Mining Contest 2010,Featured,https://www.kaggle.com/competitions/informs2010,110,0.0,1483,147,Area Under Receiver Operating Characteristic Curve,True,0.9856780171394348,0.8970335125923157,0.6260150074958801,0.5498889446258545,0.5128147453069687,0.49629099667072296
3,2442,World Cup 2010 - Confidence Challenge,Featured,https://www.kaggle.com/competitions/worldcupconf,8,100.0,63,63,Custom Evaluation Metric,False,0.0,0.0,0.0,-1.0659629821777343,0.4762532413005829,1.2260199785232544
4,2445,Predict Grant Applications,Featured,https://www.kaggle.com/competitions/unimelb,69,5000.0,2792,215,Area Under Receiver Operating Characteristic Curve,True,0.9721429944038392,0.927157998085022,0.8433700203895569,0.9685940146446228,0.9323170185089112,0.855180025100708
5,2447,Chess ratings - Elo versus the Rest of the World,Featured,https://www.kaggle.com/competitions/chess,106,617.0,3228,257,Root Mean Squared Error,False,0.6403189897537231,0.6718199849128723,0.694096028804779,0.6947699785232544,0.7100859880447388,0.7300729751586914
6,2448,Tourism Forecasting Part One,Featured,https://www.kaggle.com/competitions/tourism1,41,500.0,477,57,Custom Evaluation Metric,False,1.9615700244903564,2.132489919662476,2.3169400691986084,2.136709928512573,2.2428200244903564,2.4225900173187256
7,2452,Tourism Forecasting Part Two,Featured,https://www.kaggle.com/competitions/tourism2,62,500.0,695,43,Custom Evaluation Metric,False,1.35316002368927,1.4244075119495392,1.579110026359558,1.3284000158309937,1.397745043039322,1.517745018005371
8,2454,R Package Recommendation Engine,Featured,https://www.kaggle.com/competitions/R,121,150.0,558,85,Area Under Receiver Operating Characteristic Curve,True,1.0,0.975350022315979,0.9437749981880188,1.0,0.9703350067138672,0.9432830214500428
9,2464,IJCNN Social Network Challenge,Featured,https://www.kaggle.com/competitions/socialNetwork,64,950.0,1124,119,Area Under Receiver Operating Characteristic Curve,True,0.990226984024048,0.8836310058832169,0.7766365110874176,0.9817659854888916,0.8843474984169006,0.7759644985198975
10,2467,RTA Freeway Travel Time Prediction,Featured,https://www.kaggle.com/competitions/RTA,82,10000.0,3114,373,Root Mean Squared Error,False,210.2910003662109,221.59300231933597,227.85400390625,198.70950012207032,211.71300125122067,219.69349670410156
